,movieId,count,mean,bayesian_avg,title
5575,26861,1,3.5,3.28,Freaked (1993)
5576,26865,4,3.375,3.29,Fist of Legend (Jing wu ying xiong) (1994)
5577,26870,3,2.6666666666666665,3.13,Major League II (1994)
5578,26871,2,2.25,3.1,My Father the Hero (1994)
5579,26875,1,4.0,3.33,"Pure Formality, A (Pura formalità, Una) (1994)"
5580,26887,1,3.0,3.24,"Langoliers, The (1995)"
5581,26900,1,3.0,3.24,"Last Wedding, The (Kivenpyörittäjän kylä) (1995)"
5582,26901,1,2.5,3.2,Last of the Dogmen (1995)
5583,26903,5,3.8,3.44,Whisper of the Heart (Mimi wo sumaseba) (1995)
5584,26913,1,1.5,3.11,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban) (1994)
5585,26928,1,5.0,3.42,"Summer's Tale, A (Conte d'été) (1996)"
5586,26940,1,2.5,3.2,"Late Shift, The (1996)"
5587,26947,1,2.5,3.2,Pusher (1996)
5588,26958,1,3.5,3.28,Emma (1996)
5589,26965,2,3.5,3.3,"Boxer, The (1997)"
5590,26974,3,3.1666666666666665,3.24,Gummo (1997)
5591,26985,1,4.5,3.37,Nirvana (1997)
5592,26999,2,3.0,3.22,"Lion King II: Simba's Pride, The (1998)"
5593,27002,1,3.5,3.28,From the Earth to the Moon (1998)
5594,27003,1,3.0,3.24,Beowulf (1999)
5595,27006,1,3.5,3.28,RKO 281 (1999)
5596,27008,1,1.0,3.06,From Dusk Till Dawn 2: Texas Blood Money (1999) 
5597,27020,5,3.4,3.31,Gia (1998)
5598,27022,1,4.0,3.33,Thursday (1998)
5599,27032,2,3.5,3.3,Who Am I? (Wo shi shei) (1998)
5600,27036,1,3.0,3.24,Merlin (1998)
5601,27074,1,1.5,3.11,Brave New World (1998)
5602,27075,1,3.0,3.24,Addams Family Reunion (1998)
5603,27105,1,2.5,3.2,Purgatory (1999)
5604,27124,1,2.0,3.15,Bleeder (1999)
5605,27134,1,4.0,3.33,Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001)
5606,27140,1,3.0,3.24,Candyman 3: Day of the Dead (1999)
5607,27155,1,2.0,3.15,"Batman/Superman Movie, The (1998)"
5608,27156,5,4.3,3.6,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)"
5609,27176,1,4.5,3.37,Style Wars (1983)
5610,27178,1,4.0,3.33,In July (Im Juli) (2000)
5611,27186,2,4.0,3.38,Kirikou and the Sorceress (Kirikou et la sorcière) (1998)
5612,27193,4,3.875,3.43,Taxi 2 (2000)
5613,27246,1,4.0,3.33,If These Walls Could Talk 2 (2000)
5614,27251,2,2.75,3.18,"10th Kingdom, The (2000)"
5615,27255,1,3.5,3.28,"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)"
5616,27266,7,4.071428571428571,3.59,2046 (2004)
5617,27306,1,1.5,3.11,Bartleby (2001)
5618,27311,3,3.5,3.32,Batman Beyond: Return of the Joker (2000)
5619,27317,6,3.75,3.44,Audition (Ôdishon) (1999)
5620,27320,1,5.0,3.42,"Nine Lives of Tomas Katz, The (2000)"
5621,27328,1,4.5,3.37,Monday (2000)
5622,27329,1,4.0,3.33,Paradise Lost 2: Revelations (2000)
5623,27368,3,4.0,3.43,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002)
5624,27369,1,4.0,3.33,Daria: Is It Fall Yet? (2000)
5625,27370,1,4.5,3.37,Late Night Shopping (2001)
5626,27373,1,5.0,3.42,61* (2001)
5627,27397,4,4.25,3.54,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000)
5628,27408,3,3.3333333333333335,3.28,Ripley's Game (2002)
5629,27416,2,3.75,3.34,Jalla! Jalla! (2000)
5630,27420,1,2.0,3.15,Teknolust (2002)
5631,27426,1,2.5,3.2,"Accidental Spy, The (Dak miu mai shing) (2001)"
5632,27434,3,1.5,2.87,Darkness (2002)
5633,27441,2,3.25,3.26,Blood: The Last Vampire (2000)
5634,27450,1,2.5,3.2,Blueberry (2004)
5635,27473,1,2.5,3.2,American Psycho II: All American Girl (2002)
5636,27478,3,3.0,3.2,Ali G Indahouse (2002)
5637,27480,1,4.5,3.37,Dead or Alive 2: Tôbôsha (2000)
5638,27482,2,3.75,3.34,Cube 2: Hypercube (2002)
5639,27491,1,3.0,3.24,Pulse (Kairo) (2001)
5640,27513,1,3.0,3.24,Dog Days (Hundstage) (2001)
5641,27523,1,5.0,3.42,My Sassy Girl (Yeopgijeogin geunyeo) (2001)
5642,27537,1,3.5,3.28,Nothing (2003)
5643,27539,1,2.5,3.2,Undertaking Betty (Plots with a View) (2002)
5644,27549,1,1.5,3.11,Dead or Alive: Final (2002)
5645,27555,2,3.75,3.34,Fubar (2002)
5646,27563,3,4.333333333333333,3.5,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)"
5647,27584,2,3.5,3.3,Dead End (2003)
5648,27592,5,3.8,3.44,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002)
5649,27595,1,0.5,3.02,Jesus Christ Vampire Hunter (2001)
5650,27604,4,3.125,3.22,Suicide Club (Jisatsu saakuru) (2001)
5651,27611,19,3.8157894736842106,3.62,Battlestar Galactica (2003)
5652,27618,2,2.75,3.18,"Sound of Thunder, A (2005)"
5653,27619,2,4.5,3.46,"Lion King 1½, The (2004)"
5654,27627,1,4.5,3.37,Oasis (2002)
5655,27644,1,3.5,3.28,Remember Me (Ricordati di me) (2003)
5656,27660,20,3.7,3.55,"Animatrix, The (2003)"
5657,27664,2,3.25,3.26,"Brown Bunny, The (2003)"
5658,27667,1,3.0,3.24,Ju-on: The Curse (2000)
5659,27674,4,3.75,3.4,11:14 (2003)
5660,27683,1,2.0,3.15,Tremors 4: The Legend Begins (2004)
5661,27685,2,1.75,3.02,Bring It On Again (2004)
5662,27689,1,2.5,3.2,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)"
5663,27692,1,3.5,3.28,And Starring Pancho Villa as Himself (2003)
5664,27695,1,3.0,3.24,Nicotina (2003)
5665,27704,1,5.0,3.42,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003)
5666,27705,1,1.5,3.11,In Hell (2003)
5667,27706,25,3.16,3.19,Lemony Snicket's A Series of Unfortunate Events (2004)
5668,27708,1,4.0,3.33,Helen of Troy (2003)
5669,27716,1,4.5,3.37,"Green Butchers, The (Grønne slagtere, De) (2003)"
5670,27721,6,3.6666666666666665,3.41,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)"
5671,27722,3,4.166666666666667,3.47,Last Life in the Universe (Ruang rak noi nid mahasan) (2003)
5672,27728,3,2.1666666666666665,3.02,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004)
5673,27731,8,3.75,3.47,"Cat Returns, The (Neko no ongaeshi) (2002)"
5674,27741,6,3.8333333333333335,3.47,"Twilight Samurai, The (Tasogare Seibei) (2002)"
5675,27744,1,4.5,3.37,"Facing Windows (Finestra di fronte, La) (2003)"
5676,27746,1,3.0,3.24,Ginger Snaps: Unleashed (2004)
5677,27751,1,5.0,3.42,'Salem's Lot (2004)
5678,27762,1,2.5,3.2,Comic Book: The Movie (2004)
5679,27768,2,3.75,3.34,Intimate Strangers (Confidences trop intimes) (2004)
5680,27769,1,3.0,3.24,Down to the Bone (2004)
5681,27772,6,2.5833333333333335,3.01,Ju-on: The Grudge (2002)
5682,27773,39,4.089743589743589,3.92,Old Boy (2003)
5683,27776,1,4.5,3.37,Red Lights (Feux rouges) (2004)
5684,27778,1,3.0,3.24,Ginger Snaps Back: The Beginning (2004)
5685,27784,1,1.5,3.11,One Missed Call (Chakushin ari) (2003)
5686,27788,8,3.0,3.15,"Jacket, The (2005)"
5687,27790,4,3.5,3.33,Millions (2004)
5688,27793,2,1.5,2.98,Starship Troopers 2: Hero of the Federation (2004)
5689,27801,12,4.0,3.66,Ong-Bak: The Thai Warrior (Ong Bak) (2003)
5690,27802,1,3.0,3.24,Infernal Affairs 2 (Mou gaan dou II) (2003)
5691,27803,8,4.0,3.58,"Sea Inside, The (Mar adentro) (2004)"
5692,27808,11,3.3636363636363638,3.31,Spanglish (2004)
5693,27815,11,3.909090909090909,3.6,"Chorus, The (Choristes, Les) (2004)"
5694,27816,1,2.5,3.2,Saints and Soldiers (2003)
5695,27820,2,4.0,3.38,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)"
5696,27821,6,3.25,3.26,"Interpreter, The (2005)"
5697,27822,5,2.7,3.08,Open Water (2003)
5698,27826,1,4.0,3.33,Touch of Pink (2004)
5699,27829,1,3.5,3.28,Slasher (2004)
5700,27830,1,2.5,3.2,"Bobby Jones, Stroke of Genius (2004)"
5701,27831,19,3.8157894736842106,3.62,Layer Cake (2004)
5702,27834,3,4.333333333333333,3.5,"Return, The (Vozvrashcheniye) (2003)"
5703,27837,4,2.875,3.15,Flight of the Phoenix (2004)
5704,27838,2,3.75,3.34,Mean Creek (2004)
5705,27839,5,2.3,2.95,"Ring Two, The (2005)"
5706,27846,10,3.9,3.58,"Corporation, The (2003)"
5707,27850,2,3.75,3.34,"Yes Men, The (2003)"
5708,27865,2,2.75,3.18,Azumi (2003)
5709,27866,1,3.5,3.28,In My Father's Den (2004)
5710,27869,1,4.5,3.37,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004)
5711,27873,3,3.1666666666666665,3.24,Metallica: Some Kind of Monster (2004)
5712,27878,4,3.875,3.43,Born into Brothels (2004)
5713,27879,4,4.125,3.5,DiG! (2004)
5714,27882,4,4.0,3.47,Riding Giants (2004)
5715,27899,2,2.75,3.18,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004)
5716,27904,22,3.6136363636363638,3.5,"Scanner Darkly, A (2006)"
5717,27905,1,3.5,3.28,Casshern (2004)
5718,27912,5,3.3,3.27,Outfoxed: Rupert Murdoch's War on Journalism (2004)
5719,30707,52,3.8461538461538463,3.75,Million Dollar Baby (2004)
5720,30745,2,4.75,3.5,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003)
5721,30749,48,3.7916666666666665,3.7,Hotel Rwanda (2004)
5722,30793,61,3.0,3.04,Charlie and the Chocolate Factory (2005)
5723,30803,3,4.5,3.54,3-Iron (Bin-jip) (2004)
5724,30810,37,3.4864864864864864,3.44,"Life Aquatic with Steve Zissou, The (2004)"
5725,30812,35,3.5285714285714285,3.47,"Aviator, The (2004)"
5726,30816,12,3.1666666666666665,3.21,"Phantom of the Opera, The (2004)"
5727,30818,1,2.0,3.15,Beyond the Sea (2004)
5728,30820,3,3.8333333333333335,3.39,"Woodsman, The (2004)"
5729,30822,11,3.4545454545454546,3.36,In Good Company (2004)
5730,30825,33,3.106060606060606,3.14,Meet the Fockers (2004)
5731,30846,2,3.5,3.3,"Assassination of Richard Nixon, The (2004)"
5732,30848,3,3.1666666666666665,3.24,"Love Song for Bobby Long, A (2004)"
5733,30850,4,3.75,3.4,"Merchant of Venice, The (2004)"
5734,30883,2,1.5,2.98,Fat Albert (2004)
5735,30890,1,3.0,3.24,"Keys to the House, The (Chiavi di casa, Le) (2004)"
5736,30894,8,2.5,2.93,White Noise (2005)
5737,30898,3,3.1666666666666665,3.24,"Upside of Anger, The (2005)"
5738,30994,1,4.0,3.33,Little Miss Marker (1980)
5739,31000,1,2.5,3.2,Sweet Liberty (1986)
5740,31030,1,4.0,3.33,I Remember Mama (1948)
5741,31038,1,4.0,3.33,Smooth Talk (1985)
5742,31049,1,2.5,3.2,Out Cold (1989)
5743,31083,1,2.0,3.15,Man Trouble (1992)
5744,31086,1,3.5,3.28,Battles Without Honor & Humanity (Jingi naki tatakai) (1973)
5745,31101,2,3.5,3.3,Stander (2003)
5746,31114,2,3.0,3.22,Imaginary Heroes (2004)
5747,31116,3,3.8333333333333335,3.39,Sergeant York (1941)
5748,31123,1,2.5,3.2,Ruby & Quentin (Tais-toi!) (2003)
5749,31150,1,2.0,3.15,Wizards (1977)
5750,31162,1,3.0,3.24,"Life and Death of Peter Sellers, The (2004)"
5751,31184,3,3.8333333333333335,3.39,Appleseed (Appurushîdo) (2004)
5752,31193,1,3.5,3.28,"Many Adventures of Winnie the Pooh, The (1977)"
5753,31221,10,2.05,2.67,Elektra (2005)
5754,31223,1,2.0,3.15,Racing Stripes (2005)
5755,31225,7,3.0714285714285716,3.19,Coach Carter (2005)
5756,31260,1,3.5,3.28,Boys Town (1938)
5757,31297,1,3.5,3.28,Gold Diggers of 1935 (1935)
5758,31309,1,3.5,3.28,Rocco and His Brothers (Rocco e i suoi fratelli) (1960)
5759,31364,5,4.7,3.73,Memories of Murder (Salinui chueok) (2003)
5760,31367,1,2.0,3.15,"Chase, The (1994)"
5761,31410,20,3.875,3.67,"Downfall (Untergang, Der) (2004)"
5762,31420,8,3.1875,3.23,Assault on Precinct 13 (2005)
5763,31422,1,0.5,3.02,Are We There Yet? (2005)
5764,31424,1,0.5,3.02,Alone in the Dark (2005)
5765,31427,6,2.3333333333333335,2.92,Hide and Seek (2005)
5766,31431,2,2.0,3.06,Boogeyman (2005)
5767,31433,11,3.1363636363636362,3.2,"Wedding Date, The (2005)"
5768,31435,1,4.5,3.37,Rory O'Shea Was Here (Inside I'm Dancing) (2004)
5769,31437,2,4.25,3.42,Nobody Knows (Dare mo shiranai) (2004)
5770,31445,2,2.25,3.1,Employee of the Month (2004)
5771,31522,1,5.0,3.42,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)"
5772,31545,1,4.0,3.33,"Trou, Le (Hole, The) (Night Watch, The) (1960)"
5773,31553,1,1.0,3.06,Double Dragon (1994)
5774,31590,1,3.0,3.24,Hands Off the Loot (Touchez pas au grisbi) (1954)
5775,31610,1,4.0,3.33,Purple Butterfly (Zi hudie) (2003)
5776,31617,1,3.0,3.24,El Cid (1961)
5777,31658,40,4.075,3.91,Howl's Moving Castle (Hauru no ugoku shiro) (2004)
5778,31660,2,3.0,3.22,Steamboy (Suchîmubôi) (2004)
5779,31664,1,3.5,3.28,Gorgeous (Boh lee chun) (1999)
5780,31685,45,3.1666666666666665,3.18,Hitch (2005)
5781,31692,1,0.5,3.02,Uncle Nino (2003)
5782,31694,2,3.25,3.26,Bride & Prejudice (2004)
5783,31696,35,3.4714285714285715,3.42,Constantine (2005)
5784,31698,1,1.0,3.06,Son of the Mask (2005)
5785,31700,3,3.1666666666666665,3.24,Because of Winn-Dixie (2005)
5786,31702,1,4.0,3.33,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004)
5787,31737,1,3.5,3.28,Bunny Lake Is Missing (1965)
5788,31804,4,3.25,3.26,Night Watch (Nochnoy dozor) (2004)
5789,31851,1,3.0,3.24,Sons of the Desert (1933)
5790,31867,1,3.0,3.24,Man of the House (2005)
5791,31878,19,3.5789473684210527,3.47,Kung Fu Hustle (Gong fu) (2004)
5792,31903,1,4.0,3.33,Zelary (2003)
5793,31909,1,4.0,3.33,Dr. Giggles (1992)
5794,31921,1,2.5,3.2,"Seven-Per-Cent Solution, The (1976)"
5795,31923,3,4.0,3.43,"Three Musketeers, The (1973)"
5796,31925,1,4.0,3.33,Royal Flash (1975)
5797,31952,1,3.5,3.28,Control (Kontroll) (2003)
5798,31973,1,3.5,3.28,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) (1948)
5799,32009,3,2.6666666666666665,3.13,Tyler Perry's Diary of a Mad Black Woman (2005)
5800,32011,6,2.1666666666666665,2.86,Cursed (2005)
5801,32017,7,2.7142857142857144,3.04,"Pacifier, The (2005)"
5802,32019,8,2.4375,2.9,Be Cool (2005)
5803,32022,3,3.6666666666666665,3.35,Gunner Palace (2004)
5804,32029,10,3.05,3.16,Hostage (2005)
5805,32031,19,3.026315789473684,3.11,Robots (2005)
5806,32058,1,2.0,3.15,Class Action (1991)
5807,32060,1,3.0,3.24,"Cat and the Canary, The (1927)"
5808,32116,1,2.5,3.2,"Oh, God! You Devil (1984)"
5809,32139,1,4.0,3.33,"Agony and the Ecstasy, The (1965)"
5810,32179,1,4.0,3.33,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958)
5811,32213,3,2.6666666666666665,3.13,Cube Zero (2004)
5812,32234,1,4.0,3.33,Julia (1977)
5813,32243,1,3.5,3.28,Stealing Rembrandt (Rembrandt) (2003)
5814,32289,4,3.375,3.29,Ice Princess (2005)
5815,32291,5,3.1,3.21,Melinda and Melinda (2004)
5816,32294,1,3.5,3.28,Milk and Honey (2003)
5817,32296,8,2.25,2.82,Miss Congeniality 2: Armed and Fabulous (2005)
5818,32298,3,2.3333333333333335,3.05,Guess Who (2005)
5819,32300,3,2.8333333333333335,3.17,D.E.B.S. (2004)
5820,32302,1,4.0,3.33,"League of Ordinary Gentlemen, A (2004)"
5821,32314,1,3.5,3.28,Incident at Loch Ness (2004)
5822,32387,2,4.25,3.42,"Sword of Doom, The (Dai-bosatsu tôge) (1966)"
5823,32392,1,2.5,3.2,800 Bullets (800 Balas) (2002)
5824,32440,1,2.0,3.15,If Looks Could Kill (1991)
5825,32442,1,2.5,3.2,Greedy (1994)
5826,32456,2,4.25,3.42,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)"
5827,32460,4,4.25,3.54,Knockin' on Heaven's Door (1997)
5828,32469,1,4.5,3.37,We're No Angels (1955)
5829,32511,1,4.5,3.37,"Touch of Zen, A (Xia nu) (1971)"
5830,32515,1,2.5,3.2,Walker (1987)
5831,32554,3,3.8333333333333335,3.39,Memories (Memorîzu) (1995)
5832,32582,2,4.75,3.5,"Wild Parrots of Telegraph Hill, The (2003)"
5833,32584,4,3.125,3.22,"Ballad of Jack and Rose, The (2005)"
5834,32587,84,3.857142857142857,3.79,Sin City (2005)
5835,32589,1,2.0,3.15,Beauty Shop (2005)
5836,32596,7,3.0714285714285716,3.19,Sahara (2005)
5837,32598,8,2.9375,3.12,Fever Pitch (2005)
5838,32600,1,3.5,3.28,Eros (2004)
5839,32620,1,3.5,3.28,Not on the Lips (Pas sur la bouche) (2003)
5840,32632,1,3.5,3.28,Electra Glide in Blue (1973)
5841,32649,1,4.0,3.33,"Special Day, A (Giornata particolare, Una) (1977)"
5842,32657,4,4.25,3.54,"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)"
5843,32659,1,2.5,3.2,Tanguy (2001)
5844,32666,1,1.0,3.06,National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003)
5845,32728,1,4.0,3.33,"Little Girl Who Lives Down the Lane, The (1976)"
5846,32743,1,3.0,3.24,Ringu 0: Bâsudei (2000)
5847,32770,2,4.25,3.42,Brothers (Brødre) (2004)
5848,32799,1,3.5,3.28,Maidens in Uniform (Mädchen in Uniform) (1931)
5849,32862,1,4.0,3.33,With Six You Get Eggroll (1968)
5850,32875,1,3.0,3.24,Holiday (Jour de fête) (1949)
5851,32892,2,2.75,3.18,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962)
5852,32898,5,3.5,3.34,"Trip to the Moon, A (Voyage dans la lune, Le) (1902)"
5853,32906,1,3.5,3.28,"Ascent, The (Voskhozhdeniye) (1977)"
5854,32914,1,3.0,3.24,Carrie (2002)
5855,32917,1,4.0,3.33,Boccaccio '70 (1962)
5856,33004,44,3.4204545454545454,3.39,"Hitchhiker's Guide to the Galaxy, The (2005)"
5857,33085,6,2.25,2.89,"Amityville Horror, The (2005)"
5858,33090,2,4.0,3.38,Mutant Aliens (2001)
5859,33124,1,3.5,3.28,Before the Fall (NaPolA - Elite für den Führer) (2004)
5860,33126,1,2.5,3.2,"Frisco Kid, The (1979)"
5861,33132,1,1.5,3.11,State Property 2 (2005)
5862,33138,1,5.0,3.42,Palindromes (2004)
5863,33145,6,3.0,3.17,"Lot Like Love, A (2005)"
5864,33148,1,2.5,3.2,King's Ransom (2005)
5865,33154,6,4.0,3.53,Enron: The Smartest Guys in the Room (2005)
5866,33158,5,2.0,2.85,xXx: State of the Union (2005)
5867,33162,17,3.5,3.41,Kingdom of Heaven (2005)
5868,33164,6,1.8333333333333333,2.74,House of Wax (2005)
5869,33166,50,3.89,3.78,Crash (2004)
5870,33171,2,2.0,3.06,Mysterious Skin (2004)
5871,33188,1,2.5,3.2,Mischief (1985)
5872,33201,1,4.5,3.37,Between Your Legs (Entre las piernas) (1999)
5873,33237,1,4.0,3.33,San Francisco (1936)
5874,33294,1,2.5,3.2,Vampire Hunter D (1985)
5875,33310,1,4.5,3.37,"Common Thread, A (a.k.a. Sequins) (Brodeuses) (2004)"
5876,33312,1,3.5,3.28,"Cocoanuts, The (1929)"
5877,33421,3,3.6666666666666665,3.35,Dear Wendy (2005)
5878,33435,1,3.5,3.28,Los Angeles Plays Itself (2003)
5879,33437,9,3.4444444444444446,3.35,Unleashed (Danny the Dog) (2005)
5880,33493,78,3.4294871794871793,3.41,Star Wars: Episode III - Revenge of the Sith (2005)
5881,33495,7,2.642857142857143,3.01,Kicking & Screaming (2005)
5882,33499,4,2.5,3.05,Monster-in-Law (2005)
5883,33558,1,3.0,3.24,"Snow Walker, The (2003)"
5884,33564,2,4.5,3.46,Divorce - Italian Style (Divorzio all'italiana) (1961)
5885,33615,40,3.375,3.35,Madagascar (2005)
5886,33629,1,2.5,3.2,Airborne (1993)
5887,33639,3,3.3333333333333335,3.28,Mad Hot Ballroom (2005)
5888,33644,1,2.5,3.2,Dominion: Prequel to the Exorcist (2005)
5889,33646,9,3.111111111111111,3.19,"Longest Yard, The (2005)"
5890,33649,1,5.0,3.42,Saving Face (2004)
5891,33660,17,4.088235294117647,3.78,Cinderella Man (2005)
5892,33669,7,3.0714285714285716,3.19,"Sisterhood of the Traveling Pants, The (2005)"
5893,33672,7,3.0,3.16,Lords of Dogtown (2005)
5894,33677,3,3.5,3.32,Rock School (2005)
5895,33679,59,3.2796610169491527,3.28,Mr. & Mrs. Smith (2005)
5896,33681,2,1.75,3.02,"Adventures of Sharkboy and Lavagirl 3-D, The (2005)"
5897,33683,2,3.75,3.34,High Tension (Haute tension) (Switchblade Romance) (2003)
5898,33725,3,3.1666666666666665,3.24,It's All Gone Pete Tong (2004)
5899,33779,2,4.5,3.46,Eddie Izzard: Dress to Kill (1999)
5900,33781,2,3.0,3.22,Quo Vadis (1951)
5901,33794,116,3.8620689655172415,3.81,Batman Begins (2005)
5902,33801,1,3.0,3.24,Godzilla: Final Wars (Gojira: Fainaru uôzu) (2004)
5903,33815,2,3.0,3.22,"Perfect Man, The (2005)"
5904,33826,1,2.5,3.2,Saint Ralph (2004)
5905,33830,3,3.1666666666666665,3.24,Herbie: Fully Loaded (2005)
5906,33834,4,3.125,3.22,Land of the Dead (2005)
5907,33836,13,2.269230769230769,2.71,Bewitched (2005)
5908,33838,1,3.5,3.28,Rize (2005)
5909,33880,4,3.75,3.4,Me and You and Everyone We Know (2005)
5910,33893,1,4.5,3.37,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)"
5911,33896,3,3.3333333333333335,3.28,3 Extremes (Three... Extremes) (Saam gaang yi) (2004)
5912,33903,5,4.0,3.5,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)"
5913,33966,1,1.5,3.11,Cop and ½ (1993)
5914,34018,1,3.0,3.24,At the Circus (1939)
5915,34048,50,3.15,3.17,War of the Worlds (2005)
5916,34072,18,3.5555555555555554,3.45,"March of the Penguins (Marche de l'empereur, La) (2005)"
5917,34129,1,3.0,3.24,Rebound (2005)
5918,34143,3,2.0,2.98,Dark Water (2005)
5919,34148,2,3.0,3.22,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)"
5920,34150,36,2.763888888888889,2.88,Fantastic Four (2005)
5921,34153,3,3.8333333333333335,3.39,Murderball (2005)
5922,34162,58,3.5086206896551726,3.47,Wedding Crashers (2005)
5923,34164,1,3.5,3.28,Happy Endings (2005)
5924,34271,4,3.75,3.4,Hustle & Flow (2005)
5925,34292,1,1.5,3.11,Hardware (1990)
5926,34312,1,5.0,3.42,"Calcium Kid, The (2004)"
5927,34319,31,3.3548387096774195,3.33,"Island, The (2005)"
5928,34321,3,3.0,3.2,Bad News Bears (2005)
5929,34323,7,3.7142857142857144,3.44,"Devil's Rejects, The (2005)"
5930,34326,2,3.0,3.22,Last Days (2005)
5931,34330,1,3.0,3.24,November (2004)
5932,34332,6,2.9166666666666665,3.14,Sky High (2005)
5933,34334,5,2.5,3.01,Stealth (2005)
5934,34336,4,2.0,2.91,Must Love Dogs (2005)
5935,34338,10,3.35,3.31,"Aristocrats, The (2005)"
5936,34359,1,4.0,3.33,Georgy Girl (1966)
5937,34397,1,3.0,3.24,"Order, The (2001)"
5938,34405,50,3.94,3.82,Serenity (2005)
5939,34437,21,3.4761904761904763,3.41,Broken Flowers (2005)
5940,34450,1,4.5,3.37,Miracles - Mr. Canton and Lady Rose (1989)
5941,34520,12,2.0833333333333335,2.63,"Dukes of Hazzard, The (2005)"
5942,34523,3,2.0,2.98,The Chumscrubber (2005)
5943,34528,3,3.6666666666666665,3.35,Junebug (2005)
5944,34530,3,2.8333333333333335,3.17,Deuce Bigalow: European Gigolo (2005)
5945,34532,4,3.0,3.19,"Skeleton Key, The (2005)"
5946,34534,7,3.5714285714285716,3.39,Four Brothers (2005)
5947,34536,3,3.1666666666666665,3.24,The Great Raid (2005)
5948,34540,1,3.0,3.24,Pretty Persuasion (2005)
5949,34542,5,3.7,3.4,Grizzly Man (2005)
5950,34800,1,1.5,3.11,Private Resort (1985)
5951,34811,1,2.5,3.2,Pusher II: With Blood on My Hands (2004)
5952,35015,1,3.5,3.28,Duma (2005)
5953,35347,1,1.0,3.06,Animal Farm (1954)
5954,35807,1,4.0,3.33,"Teahouse of the August Moon, The (1956)"
5955,35836,74,3.5472972972972974,3.51,"40-Year-Old Virgin, The (2005)"
5956,35957,9,3.388888888888889,3.32,Red Eye (2005)
5957,36276,2,2.5,3.14,Hidden (a.k.a. Cache) (Caché) (2005)
5958,36289,1,4.0,3.33,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999)
5959,36363,2,3.75,3.34,Kin-Dza-Dza! (1986)
5960,36397,1,1.5,3.11,Valiant (2005)
5961,36401,20,2.625,2.84,"Brothers Grimm, The (2005)"
5962,36477,1,4.0,3.33,"Baxter, The (2005)"
5963,36509,3,2.6666666666666665,3.13,"Cave, The (2005)"
5964,36517,13,3.4615384615384617,3.37,"Constant Gardener, The (2005)"
5965,36519,16,3.21875,3.24,Transporter 2 (2005)
5966,36525,8,2.6875,3.01,Just Like Heaven (2005)
5967,36527,7,3.5714285714285716,3.39,Proof (2005)
5968,36529,35,3.7142857142857144,3.61,Lord of War (2005)
5969,36533,2,2.25,3.1,Cry_Wolf (a.k.a. Cry Wolf) (2005)
5970,36535,9,3.7777777777777777,3.5,Everything Is Illuminated (2005)
5971,36537,3,3.3333333333333335,3.28,Thumbsucker (2005)
5972,36708,12,3.7083333333333335,3.5,Family Guy Presents Stewie Griffin: The Untold Story (2005)
5973,36850,2,3.75,3.34,Police Story 2 (Ging chaat goo si juk jaap) (1988)
5974,36931,1,3.5,3.28,New Police Story (Xin jing cha gu shi) (2004)
5975,37211,1,3.0,3.24,Go West (1940)
5976,37240,4,3.5,3.33,Why We Fight (2005)
5977,37380,10,2.15,2.72,Doom (2005)
5978,37382,8,2.875,3.09,Domino (2005)
5979,37384,13,3.269230769230769,3.27,Waiting... (2005)
5980,37386,21,2.761904761904762,2.93,Aeon Flux (2005)
5981,37444,1,4.0,3.33,Frankenstein 90 (1984)
5982,37475,1,3.0,3.24,"Unfinished Life, An (2005)"
